"Name.x","Beer_ID","ABV","IBU","Brew_ID","Style","Ounces","Name.y","City","State"
"Over the Rail Pale Ale",711,0.057,68,136,"American Pale Ale (APA)",12,"Pug Ryan's Brewery","Dillon"," CO"
"Pride of Texas Pale Ale",2229,0.058,60,177,"American Pale Ale (APA)",12,"Rahr & Sons Brewing Company","Fort Worth"," TX"
"Consilium",2414,0.05,40,111,"American Pale Ale (APA)",12,"Renegade Brewing Company","Denver"," CO"
"Jessie's Garage",706,0.056,44,387,"American Pale Ale (APA)",16,"Revolution Brewing","Paonia"," CO"
"Fist City",2576,0.055,40,45,"American Pale Ale (APA)",12,"Revolution Brewing Company","Chicago"," IL"
"Pure Fury",2451,0.055,42,94,"American Pale Ale (APA)",12,"Rhinegeist Brewery","Cincinnati"," OH"
"Zen",1935,0.043,45,94,"American Pale Ale (APA)",12,"Rhinegeist Brewery","Cincinnati"," OH"
"Maine Island Trail Ale",1807,0.043,44,43,"American Pale Ale (APA)",16,"Rising Tide Brewing Company","Portland"," ME"
"Hop Bomber Rye Pale Ale",1654,0.055,60,322,"American Pale Ale (APA)",16,"Rivertown Brewing Company","Lockland"," OH"
"OH-PA Session Pale Ale",1878,0.048,44,44,"American Pale Ale (APA)",12,"Rivertowne Brewing Company","Export"," PA"
"Fear of a Brett Planet",2053,0.051,44,165,"American Pale Ale (APA)",12,"Round Guys Brewing","Lansdale"," PA"
"Saint Archer Pale Ale",1865,0.052,40,289,"American Pale Ale (APA)",12,"Saint Archer Brewery","San Diego"," CA"
"Devilâ€™s Ale",850,0.055,45,31,"American Pale Ale (APA)",12,"SanTan Brewing Company","Chandler"," AZ"
"American Idiot Ale (2012)",764,0.055,45,31,"American Pale Ale (APA)",12,"SanTan Brewing Company","Chandler"," AZ"
"Devilâ€™s Ale (2010)",285,0.055,45,31,"American Pale Ale (APA)",12,"SanTan Brewing Company","Chandler"," AZ"
"Humulus Nimbus Super Pale Ale",1766,0.06,53,184,"American Pale Ale (APA)",16,"Seventh Son Brewing Company","Columbus"," OH"
"Sierra Nevada Pale Ale",1905,0.056,37,84,"American Pale Ale (APA)",16,"Sierra Nevada Brewing Company","Chico"," CA"
"Sierra Nevada Pale Ale",400,0.056,37,84,"American Pale Ale (APA)",12,"Sierra Nevada Brewing Company","Chico"," CA"
"Sensi Harvest",1962,0.047,50,47,"American Pale Ale (APA)",12,"Sixpoint Craft Ales","Brooklyn"," NY"
"Euphoria Pale Ale",69,0.061,44,265,"American Pale Ale (APA)",12,"Ska Brewing Company","Durango"," CO"
"Phoenix Pale Ale",20,0.051,40,372,"American Pale Ale (APA)",12,"Sly Fox Brewing Company","Pottstown"," PA"
"Snow King Pale Ale",1606,0.06,55,192,"American Pale Ale (APA)",12,"Snake River Brewing Company","Jackson"," WY"
"Snake River Pale Ale",402,0.052,32,192,"American Pale Ale (APA)",12,"Snake River Brewing Company","Jackson"," WY"
"Hell-Diver Pale Ale",1151,0.052,32,310,"American Pale Ale (APA)",12,"Sockeye Brewing Company","Boise"," ID"
"Devil's Harvest Extra Pale Ale",2297,0.058,60,134,"American Pale Ale (APA)",12,"Southern Prohibition Brewing Com...","Hattiesburg"," MS"
"Devil's Harvest Extra Pale Ale",1117,0.058,60,134,"American Pale Ale (APA)",16,"Southern Prohibition Brewing Com...","Hattiesburg"," MS"
"Pine Belt Pale Ale",2387,0.065,45,119,"American Pale Ale (APA)",12,"Southern Star Brewing Company","Conroe"," TX"
"Pine Belt Pale Ale",45,0.065,45,119,"American Pale Ale (APA)",16,"Southern Star Brewing Company","Conroe"," TX"
"Ball & Chain (2014)",2271,0.058,44,176,"American Pale Ale (APA)",16,"Spiteful Brewing Company","Chicago"," IL"
"Ghost Bike Pale Ale",1820,0.073,44,176,"American Pale Ale (APA)",16,"Spiteful Brewing Company","Chicago"," IL"
"Alley Time",1634,0.06,44,176,"American Pale Ale (APA)",12,"Spiteful Brewing Company","Chicago"," IL"
"Seven Gates Pale Ale",1587,0.056,44,373,"American Pale Ale (APA)",12,"Spring House Brewing Company","Conestoga"," PA"
"Third Eye Enlightened Pale Ale",2386,0.065,65,120,"American Pale Ale (APA)",12,"Steamworks Brewing Company","Durango"," CO"
"Point Cascade Pale Ale (2013)",2270,0.054,33,132,"American Pale Ale (APA)",12,"Stevens Point Brewery","Stevens Point"," WI"
"Point Cascade Pale Ale",140,0.054,33,132,"American Pale Ale (APA)",12,"Stevens Point Brewery","Stevens Point"," WI"
"Extra Pale Ale",2352,0.053,49,139,"American Pale Ale (APA)",12,"Summit Brewing Company","St Paul"," MN"
"Hopvale Organic Ale",2473,0.047,55,59,"American Pale Ale (APA)",16,"Summit Brewing Company","St. Paul"," MN"
"Osiris Pale Ale",1389,0.056,50,26,"American Pale Ale (APA)",16,"Sun King Brewing Company","Indianapolis"," IN"
"Osiris Pale Ale (2010)",54,0.056,50,26,"American Pale Ale (APA)",16,"Sun King Brewing Company","Indianapolis"," IN"
"Stump Knocker Pale Ale",1240,0.056,35,448,"American Pale Ale (APA)",12,"Swamp Head Brewery","Gainesville"," FL"
"420 Extra Pale Ale",1709,0.054,44,50,"American Pale Ale (APA)",12,"SweetWater Brewing Company","Atlanta"," GA"
"8-Bit Pale Ale",595,0.052,44,46,"American Pale Ale (APA)",16,"Tallgrass Brewing Company","Manhattan"," KS"
"Bridal Veil Rye Pale Ale",589,0.055,44,481,"American Pale Ale (APA)",12,"Telluride Brewing Company","Telluride"," CO"
"RecreationAle",1082,0.047,42,470,"American Pale Ale (APA)",12,"Terrapin Brewing Company","Athens"," GA"
"Bronx Summer Pale Ale",1748,0.052,16,330,"American Pale Ale (APA)",16,"The Bronx Brewery","Bronx"," NY"
"Bronx Pale Ale",1037,0.063,50,330,"American Pale Ale (APA)",16,"The Bronx Brewery","Bronx"," NY"
"Surfrider",2594,0.052,35,34,"American Pale Ale (APA)",16,"The Dudes' Brewing Company","Torrance"," CA"
"G. B. Russoâ€™s Italian Pistachio Pale Ale",2638,0.052,44,10,"American Pale Ale (APA)",16,"The Mitten Brewing Company","Grand Rapids"," MI"
"Will Power Pale Ale",1276,0.047,44,439,"American Pale Ale (APA)",16,"The Right Brain Brewery","Traverse City"," MI"
"Three Way Pale Ale",1781,0.052,44,143,"American Pale Ale (APA)",12,"Third Street Brewhouse","Cold Spring"," MN"
"Pale",2615,0.054,37,22,"American Pale Ale (APA)",16,"Three Pints Brewing","Martinsville"," IN"
"Voodoo Bengal Pale Ale",495,0.055,37,153,"American Pale Ale (APA)",12,"Tin Roof Brewing Company","Baton Rouge"," LA"
"Greenville Pale Ale",433,0.055,52,540,"American Pale Ale (APA)",12,"Twin Lakes Brewing Company","Greenville"," DE"
"Persnickety Pale",560,0.057,36,191,"American Pale Ale (APA)",12,"Two Beers Brewing Company","Seattle"," WA"
"Sidekick Extra Pale Ale",1121,0.051,36,75,"American Pale Ale (APA)",12,"Two Brothers Brewing Company","Warrenville"," IL"
"Hobnob B & B Pale Ale",1040,0.065,44,75,"American Pale Ale (APA)",12,"Two Brothers Brewing Company","Warrenville"," IL"
"Cutthroat Pale Ale",1088,0.04,34,160,"American Pale Ale (APA)",12,"Uinta Brewing Company","Salt Lake City"," UT"
"WYLD Extra Pale Ale",974,0.04,29,160,"American Pale Ale (APA)",12,"Uinta Brewing Company","Salt Lake City"," UT"
"Duckpin Pale Ale",829,0.055,44,72,"American Pale Ale (APA)",12,"Union Craft Brewing","Baltimore"," MD"
"Upslope Pale Ale",80,0.058,44,52,"American Pale Ale (APA)",12,"Upslope Brewing Company","Boulder"," CO"
"Squatters Full Suspension Pale Ale",1826,0.04,44,303,"American Pale Ale (APA)",12,"Utah Brewers Cooperative","Salt Lake City"," UT"
"Squatters Full Suspension Pale Ale",1679,0.04,44,303,"American Pale Ale (APA)",12,"Utah Brewers Cooperative","Salt Lake City"," UT"
"One Claw",1542,0.055,44,385,"American Pale Ale (APA)",12,"Westbrook Brewing Company","Mt. Pleasant"," SC"
"Paddy Pale Ale",162,0.056,41,362,"American Pale Ale (APA)",12,"Wild Onion Brewing Company","Lake Barrington"," IL"
"Alpha Ale",1194,0.051,45,182,"American Pale Ale (APA)",12,"Wild Wolf Brewing Company","Nellysford"," VA"
"Wyoming Pale Ale",324,0.072,44,551,"American Pale Ale (APA)",16,"Wind River Brewing Company","Pinedale"," WY"
"Worthy Pale",1511,0.06,50,200,"American Pale Ale (APA)",12,"Worthy Brewing Company","Bend"," OR"
"Silverback Pale Ale",145,0.055,40,425,"American Pale Ale (APA)",12,"Wynkoop Brewing Company","Denver"," CO"
"Pub Beer",1436,0.05,18.5,409,"American Pale Lager",12,"10 Barrel Brewing Company","Bend"," OR"
"In-Tents India Pale Lager",2189,0.068,62,117,"American Pale Lager",12,"Base Camp Brewing Co.","Portland"," OR"
"Couch Select Lager",2196,0.05,14,198,"American Pale Lager",12,"Burnside Brewing Co.","Portland"," OR"
"Supper Club Lager",61,0.055,18.5,193,"American Pale Lager",12,"Capital Brewery","Middleton"," WI"
"Chester's Beer (2005)",737,0.038,18.5,513,"American Pale Lager",12,"Cottrell Brewing","Pawcatuck"," CT"
"BrewFarm Select Golden Lager",110,0.055,18.5,555,"American Pale Lager",12,"Dave's Brewfarm","Wilson"," WI"
"Hop Syndrome",2004,0.05,18.5,82,"American Pale Lager",12,"Epic Brewing","Denver"," CO"
"Underdog Atlantic Lager",607,0.047,28,522,"American Pale Lager",12,"Flying Dog Brewery","Frederick"," MD"
"Leprechaun Lager",1657,0.04,18.5,349,"American Pale Lager",12,"Four Horsemen Brewing Company","South Bend"," IN"
"Might As Well IPL",2045,0.072,75,241,"American Pale Lager",16,"Golden Road Brewing","Los Angeles"," CA"
"Beaver Logger",1383,0.052,19,421,"American Pale Lager",12,"Gore Range Brewery","Edwards"," CO"
"Black Star Double Hopped Golden Lager (24 oz.)",404,0.045,15,544,"American Pale Lager",24,"Great Northern Brewing Company","Whitefish"," MT"
"Black Star Double Hopped Golden Lager (12 oz.)",164,0.045,15,544,"American Pale Lager",12,"Great Northern Brewing Company","Whitefish"," MT"
"Southern Drawl Pale Lager",1922,0.052,18.5,270,"American Pale Lager",12,"Great Raft Brewing Company","Shreveport"," LA"
"Pt. Bonita Rustic Lager",1894,0.062,40,281,"American Pale Lager",16,"Headlands Brewing Company","Mill Valley"," CA"
"541 American Lager",1354,0.048,13,199,"American Pale Lager",12,"Hop Valley Brewing Company","Springfield"," OR"
"The One They Call Zoe",1004,0.051,18.5,396,"American Pale Lager",12,"Hops & Grain Brewery","Austin"," TX"
"Leisure Time",2672,0.048,15,3,"American Pale Lager",12,"Jack's Abby Craft Lagers","Framingham"," MA"
"Saranac Traditional Lager (2000)",957,0.048,18.5,300,"American Pale Lager",12,"Matt Brewing Company","Utica"," NY"
"Huber",2282,0.05,18.5,135,"American Pale Lager",12,"Minhas Craft Brewery","Monroe"," WI"
"Clear Creek Ice",2281,0.062,18.5,135,"American Pale Lager",16,"Minhas Craft Brewery","Monroe"," WI"
"Clear Creek Ice",2280,0.062,18.5,135,"American Pale Lager",12,"Minhas Craft Brewery","Monroe"," WI"
"Mountain Crest",2279,0.055,18.5,135,"American Pale Lager",16,"Minhas Craft Brewery","Monroe"," WI"
"Mountain Crest",2278,0.055,18.5,135,"American Pale Lager",12,"Minhas Craft Brewery","Monroe"," WI"
"Mountain Creek (2013)",2277,0.055,18.5,135,"American Pale Lager",12,"Minhas Craft Brewery","Monroe"," WI"
"Mustang '33",862,0.04,18.5,367,"American Pale Lager",12,"Mustang Brewing Company","Mustang"," OK"
"Session '33 (2011)",699,0.04,18.5,367,"American Pale Lager",12,"Mustang Brewing Company","Mustang"," OK"
"Shift",1987,0.05,29,83,"American Pale Lager",12,"New Belgium Brewing Company","Fort Collins"," CO"
"Shift (1)",952,0.05,29,83,"American Pale Lager",12,"New Belgium Brewing Company","Fort Collins"," CO"
"Shift",578,0.05,29,83,"American Pale Lager",16,"New Belgium Brewing Company","Fort Collins"," CO"
"Hopsmith Pale Lager",1828,0.06,18.5,302,"American Pale Lager",16,"Old Forge Brewing Company","Danville"," PA"
"Clem's Gold",1530,0.053,18.5,391,"American Pale Lager",16,"Orlison Brewing Company","Airway Heights"," WA"
"Orlison India Pale Lager",1528,0.067,18.5,391,"American Pale Lager",16,"Orlison Brewing Company","Airway Heights"," WA"
"North Fork Lager",1043,0.044,18.5,308,"American Pale Lager",12,"Payette Brewing Company","Garden City"," ID"
"Pete's ESP Lager (1998)",1062,0.051,18.5,471,"American Pale Lager",12,"Pete's Brewing Company","San Antonio"," TX"
"Sparkle",2635,0.041,12,12,"American Pale Lager",16,"Petoskey Brewing","Petoskey"," MI"
"Mexican Logger",386,0.042,18,265,"American Pale Lager",12,"Ska Brewing Company","Durango"," CO"
"Wolverine Premium Lager",1468,0.047,15,403,"American Pale Lager",12,"Wolverine State Brewing Company","Ann Arbor"," MI"
"Contact High",1870,0.05,28,61,"American Pale Wheat Ale",12,"4 Hands Brewing Company","Saint Louis"," MO"
"Summer Wheat",2577,0.045,20,36,"American Pale Wheat Ale",12,"Anchor Brewing Company","San Francisco"," CA"
"Whitsun",390,0.062,17,542,"American Pale Wheat Ale",12,"Arcadia Brewing Company","Battle Creek"," MI"
"Mad Beach",1228,0.048,23,361,"American Pale Wheat Ale",12,"Aviator Brewing Company","Fuquay-Varina"," NC"
"Summer Swelter",1209,0.047,20,293,"American Pale Wheat Ale",12,"Baxter Brewing Company","Lewiston"," ME"
"Celsius Summer Ale (2012)",707,0.047,20,293,"American Pale Wheat Ale",12,"Baxter Brewing Company","Lewiston"," ME"
"Oberon",2494,0.058,20,77,"American Pale Wheat Ale",12,"Bell's Brewery","Kalamazoo"," MI"
"Oberon",1989,0.058,20,77,"American Pale Wheat Ale",16,"Bell's Brewery","Kalamazoo"," MI"
"Montana Trout Slayer Ale",1712,0.05,35,337,"American Pale Wheat Ale",12,"Big Sky Brewing Company","Missoula"," MT"
"Montana Trout Slayer Ale (2012)",766,0.05,35,337,"American Pale Wheat Ale",12,"Big Sky Brewing Company","Missoula"," MT"
"Montana Trout Slayer Ale (2009)",35,0.05,35,337,"American Pale Wheat Ale",12,"Big Sky Brewing Company","Missoula"," MT"
"Honey Lav",1953,0.052,20,13,"American Pale Wheat Ale",12,"Blackrocks Brewery","Marquette"," MI"
"1800 Big Log Wheat (2012)",1564,0.05,20,381,"American Pale Wheat Ale",12,"Blue Blood Brewing Company","Lincoln"," NE"
"Little Boss",2489,0.038,20,78,"American Pale Wheat Ale",12,"Blue Owl Brewing","Austin"," TX"
"Samuel Adams Summer Ale",1144,0.053,7,301,"American Pale Wheat Ale",12,"Boston Beer Company","Boston"," MA"
"Agave Wheat",1522,0.042,9,392,"American Pale Wheat Ale",12,"Breckenridge Brewery","Denver"," CO"
"SummerBright Ale",397,0.045,15,392,"American Pale Wheat Ale",12,"Breckenridge Brewery","Denver"," CO"
"Are Wheat There Yet?",1799,0.055,28,309,"American Pale Wheat Ale",12,"Brew Bus Brewing","Tampa"," FL"
"Coconoats",2464,0.065,20,25,"American Pale Wheat Ale",16,"Burn 'Em Brewing","Michigan City"," IN"
"Joey Wheat",2160,0.068,16,25,"American Pale Wheat Ale",16,"Burn 'Em Brewing","Michigan City"," IN"
"Island Wheat",180,0.042,20,193,"American Pale Wheat Ale",12,"Capital Brewery","Middleton"," WI"
"Tropical Heatwave",1243,0.052,20,142,"American Pale Wheat Ale",16,"Cigar City Brewing Company","Tampa"," FL"
"Wheat the People",893,0.044,13,419,"American Pale Wheat Ale",16,"Coalition Brewing Company","Portland"," OR"
"Dundee Summer Wheat Beer",457,0.045,18,539,"American Pale Wheat Ale",12,"Dundee Brewing Company","Rochester"," NY"
"Bobblehead",2431,0.051,20,27,"American Pale Wheat Ale",16,"Evil Czech Brewery","Mishawaka"," IN"
"Wet Hot American Wheat Ale",1662,0.05,22,257,"American Pale Wheat Ale",16,"Finch's Beer Company","Chicago"," IL"
"Park",2661,0.047,19,5,"American Pale Wheat Ale",12,"Fort Point Beer Company","San Francisco"," CA"
"Suncaster Summer Wheat",2427,0.05,28,106,"American Pale Wheat Ale",12,"Four String Brewing Company","Columbus"," OH"
"Sweet As Pacific Ale",1108,0.06,18,465,"American Pale Wheat Ale",12,"Good Life Brewing Company","Bend"," OR"
"312 Urban Wheat Ale",2201,0.042,18,89,"American Pale Wheat Ale",16,"Goose Island Brewing Company","Chicago"," IL"
"312 Urban Wheat Ale",1829,0.042,18,89,"American Pale Wheat Ale",12,"Goose Island Brewing Company","Chicago"," IL"
"312 Urban Wheat Ale (2012)",581,0.042,20,89,"American Pale Wheat Ale",12,"Goose Island Brewing Company","Chicago"," IL"
"White Water Wheat",477,0.05,20,537,"American Pale Wheat Ale",12,"Grand Canyon Brewing Company","Williams"," AZ"
"Monarch Classic American Wheat",2129,0.043,21,214,"American Pale Wheat Ale",12,"Grapevine Craft Brewery","Farmers Branch"," TX"
"Whitewater",2648,0.061,20,7,"American Pale Wheat Ale",12,"Great Divide Brewing Company","Denver"," CO"
"Mr. Blue Sky",2375,0.045,6,125,"American Pale Wheat Ale",16,"Griffin Claw Brewing Company","Birmingham"," MI"
"Akari Shogun American Wheat Ale",1066,0.055,20,328,"American Pale Wheat Ale",16,"Half Acre Beer Company","Chicago"," IL"
"UFO White",610,0.048,10,235,"American Pale Wheat Ale",12,"Harpoon Brewery","Boston"," MA"
"Tonganoxie Honey Wheat",824,0.044,22,501,"American Pale Wheat Ale",12,"High Noon Saloon And Brewery","Leavenworth"," KS"
"Nonstop Hef Hop",2400,0.039,20,81,"American Pale Wheat Ale",16,"Hopworks Urban Brewery","Portland"," OR"
"Nonstop Hef Hop",2399,0.039,20,81,"American Pale Wheat Ale",16,"Hopworks Urban Brewery","Portland"," OR"
"Nonstop Hef Hop",2398,0.039,20,81,"American Pale Wheat Ale",16,"Hopworks Urban Brewery","Portland"," OR"
"Nonstop Hef Hop",2397,0.039,20,81,"American Pale Wheat Ale",16,"Hopworks Urban Brewery","Portland"," OR"
"Nonstop Hef Hop",2396,0.039,20,81,"American Pale Wheat Ale",16,"Hopworks Urban Brewery","Portland"," OR"
"Nonstop Hef Hop",2395,0.039,20,81,"American Pale Wheat Ale",16,"Hopworks Urban Brewery","Portland"," OR"
"Nonstop Hef Hop",2394,0.039,20,81,"American Pale Wheat Ale",16,"Hopworks Urban Brewery","Portland"," OR"
"Nonstop Hef Hop",2393,0.039,20,81,"American Pale Wheat Ale",16,"Hopworks Urban Brewery","Portland"," OR"
"Nonstop Hef Hop",2392,0.039,20,81,"American Pale Wheat Ale",16,"Hopworks Urban Brewery","Portland"," OR"
"Nonstop Hef Hop",2391,0.039,20,81,"American Pale Wheat Ale",16,"Hopworks Urban Brewery","Portland"," OR"
"Nonstop Hef Hop",2390,0.039,20,81,"American Pale Wheat Ale",16,"Hopworks Urban Brewery","Portland"," OR"
"Nonstop Hef Hop",2389,0.039,20,81,"American Pale Wheat Ale",16,"Hopworks Urban Brewery","Portland"," OR"
"Watermelon Wheat",2385,0.056,20,121,"American Pale Wheat Ale",12,"Horny Goat Brew Pub","Milwaukee"," WI"
"Shenanigans Summer Ale",1115,0.046,27,278,"American Pale Wheat Ale",12,"Indeed Brewing Company","Minneapolis"," MN"
"Blackberry Wheat",2459,0.048,11,88,"American Pale Wheat Ale",16,"Kirkwood Station Brewing Company","Kirkwood"," MO"
"Summer Paradise",1484,0.05,18,357,"American Pale Wheat Ale",12,"Manayunk Brewing Company","Philadelphia"," PA"
"Saranac Summer Ale (2011)",453,0.047,20,300,"American Pale Wheat Ale",12,"Matt Brewing Company","Utica"," NY"
"Mana Wheat",313,0.055,15,376,"American Pale Wheat Ale",12,"Maui Brewing Company","Lahaina"," HI"
"Dead Horse Amber",902,0.04,20,400,"American Pale Wheat Ale",16,"Moab Brewery","Moab"," UT"
"Fortunate Islands",1494,0.047,46,210,"American Pale Wheat Ale",16,"Modern Times Beer","San Diego"," CA"
"Honey Wheat",1052,0.047,14,327,"American Pale Wheat Ale",12,"Morgan Street Brewery","Saint Louis"," MO"
"Washita Wheat",420,0.053,14,367,"American Pale Wheat Ale",12,"Mustang Brewing Company","Mustang"," OK"
"Narragansett Summer Ale",1093,0.042,24,144,"American Pale Wheat Ale",12,"Narragansett Brewing Company","Providence"," RI"
"Narragansett Summer Ale",403,0.042,24,144,"American Pale Wheat Ale",16,"Narragansett Brewing Company","Providence"," RI"
"Snapshot",1707,0.052,20,83,"American Pale Wheat Ale",16,"New Belgium Brewing Company","Fort Collins"," CO"
"Sunshine Wheat Beer",1690,0.048,20,83,"American Pale Wheat Ale",12,"New Belgium Brewing Company","Fort Collins"," CO"
"Sunshine Wheat Beer (2009)",72,0.048,20,83,"American Pale Wheat Ale",12,"New Belgium Brewing Company","Fort Collins"," CO"
"Floppin' Crappie",109,0.045,20,530,"American Pale Wheat Ale",12,"Northwoods Brewpub","Eau Claire"," WI"
"Occidental Hefeweizen",2192,0.047,20,201,"American Pale Wheat Ale",16,"Occidental Brewing Company","Portland"," OR"
"Endless Sun Ale",1381,0.045,20,302,"American Pale Wheat Ale",16,"Old Forge Brewing Company","Danville"," PA"
"Endless Summer Ale (2011)",508,0.048,20,302,"American Pale Wheat Ale",16,"Old Forge Brewing Company","Danville"," PA"
"Summer Session Ale",1930,0.05,61,267,"American Pale Wheat Ale",12,"Peak Organic Brewing Company","Portland"," ME"
"Farmer's Daughter Wheat",1956,0.042,20,206,"American Pale Wheat Ale",12,"People's Brewing Company","Lafayette"," IN"
"Pete's Wicked Summer Brew (1995)",1061,0.047,20,471,"American Pale Wheat Ale",12,"Pete's Brewing Company","San Antonio"," TX"
"Pete's Wicked Summer Brew (2002)",1055,0.047,20,471,"American Pale Wheat Ale",12,"Pete's Brewing Company","San Antonio"," TX"
"Pete's Wicked Summer Brew (1997)",1054,0.047,20,471,"American Pale Wheat Ale",12,"Pete's Brewing Company","San Antonio"," TX"
"Pete's Wicked Summer Brew (1996)",1053,0.047,20,471,"American Pale Wheat Ale",12,"Pete's Brewing Company","San Antonio"," TX"
"Morning Wood Wheat (Current)",2360,0.059,14,136,"American Pale Wheat Ale",12,"Pug Ryan's Brewery","Dillon"," CO"
"Morning Wood Wheat (Current)",130,0.059,14,136,"American Pale Wheat Ale",12,"Pug Ryan's Brewery","Dillon"," CO"
"I.W.A. (2011)",1329,0.06,20,31,"American Pale Wheat Ale",12,"SanTan Brewing Company","Chandler"," AZ"
"Schlafly Yakima Wheat Ale",1324,0.05,45,429,"American Pale Wheat Ale",12,"Schlafly Brewing Company","Saint Louis"," MO"
"Shipyard Summer Ale",975,0.051,20,386,"American Pale Wheat Ale",12,"Shipyard Brewing Company","Portland"," ME"
"Old Chico Crystal Wheat",1338,0.048,26,84,"American Pale Wheat Ale",12,"Sierra Nevada Brewing Company","Chico"," CA"
"Apollo",630,0.052,11,47,"American Pale Wheat Ale",16,"Sixpoint Craft Ales","Brooklyn"," NY"
"Woolybugger Wheat",1150,0.046,12,310,"American Pale Wheat Ale",12,"Sockeye Brewing Company","Boise"," ID"
"In the Weeds",1632,0.055,20,176,"American Pale Wheat Ale",12,"Spiteful Brewing Company","Chicago"," IL"
"Point Nude Beach Summer Wheat",1225,0.052,7,132,"American Pale Wheat Ale",16,"Stevens Point Brewery","Stevens Point"," WI"
"Point Nude Beach Summer Wheat",816,0.05,7,132,"American Pale Wheat Ale",12,"Stevens Point Brewery","Stevens Point"," WI"
"Point Nude Beach Summer Wheat (2011)",772,0.05,7,132,"American Pale Wheat Ale",12,"Stevens Point Brewery","Stevens Point"," WI"
"Point Nude Beach Summer Wheat (2010)",141,0.05,7,132,"American Pale Wheat Ale",12,"Stevens Point Brewery","Stevens Point"," WI"
"Halcyon Unfiltered Wheat",676,0.05,20,46,"American Pale Wheat Ale",16,"Tallgrass Brewing Company","Manhattan"," KS"
"Halcyon Unfiltered Wheat",412,0.05,20,46,"American Pale Wheat Ale",12,"Tallgrass Brewing Company","Manhattan"," KS"
"Wagon Box Wheat Beer",1197,0.059,15,458,"American Pale Wheat Ale",12,"The Black Tooth Brewing Company","Sheridan"," WY"
"Hunny Do Wheat",2347,0.048,18,143,"American Pale Wheat Ale",12,"Third Street Brewhouse","Cold Spring"," MN"
"Citra Faced",2617,0.055,64,22,"American Pale Wheat Ale",16,"Three Pints Brewing","Martinsville"," IN"
"Panorama Wheat Ale",451,0.046,20,191,"American Pale Wheat Ale",12,"Two Beers Brewing Company","Seattle"," WA"
"Wachusett Summer",1038,0.047,20,296,"American Pale Wheat Ale",12,"Wachusett Brewing Company","Westminster"," MA"
"Bloody Show",2679,0.055,17,2,"American Pilsner",16,"Against the Grain Brewery","Louisville"," KY"
"Pre Flight Pilsner",1137,0.052,33,368,"American Pilsner",16,"Airways Brewing Company","Kent"," WA"
"P-Town Pilsner",2403,0.04,20,118,"American Pilsner",12,"Alameda Brewing","Portland"," OR"
"Hop in the â€˜Pool Helles",2404,0.049,22,117,"American Pilsner",12,"Base Camp Brewing Co.","Portland"," OR"
"Double Play Pilsner",1541,0.053,21.5,381,"American Pilsner",12,"Blue Blood Brewing Company","Lincoln"," NE"
"Remain in Light",2257,0.05,21.5,179,"American Pilsner",12,"Cambridge Brewing Company","Cambridge"," MA"
"Churchkey Pilsner Style Beer",567,0.049,29,527,"American Pilsner",12,"Churchkey Can Company","Seattle"," WA"
"Behemoth",2351,0.05,21.5,140,"American Pilsner",12,"Core Brewing & Distilling Company","Springdale"," AR"
"Grand Canyon American Pilsner",476,0.052,21.5,537,"American Pilsner",12,"Grand Canyon Brewing Company","Williams"," AZ"
"The Golden One",2295,0.063,21,169,"American Pilsner",12,"High Hops Brewery","Windsor"," CO"
"Two-One Niner",1397,0.048,9,219,"American Pilsner",12,"Laughing Dog Brewing Company","Ponderay"," ID"
"Lumberyard Pilsner",1153,0.053,20,159,"American Pilsner",12,"Lumberyard Brewing Company","Flagstaff"," AZ"
"Keeper (Current)",1612,0.05,21.5,364,"American Pilsner",12,"Mikkeller","Pottstown"," PA"
"Bohemian Pils",2224,0.052,30,144,"American Pilsner",16,"Narragansett Brewing Company","Providence"," RI"
"Elm City Pilsner",884,0.05,21.5,411,"American Pilsner",12,"New England Brewing Company","Woodbridge"," CT"
"Elm City Lager (2007)",41,0.05,21.5,411,"American Pilsner",12,"New England Brewing Company","Woodbridge"," CT"
"Fresh Cut Pilsner",1931,0.046,21.5,267,"American Pilsner",12,"Peak Organic Brewing Company","Portland"," ME"
"Robert Earl Keen Honey Pils",2144,0.05,17,188,"American Pilsner",12,"Pedernales Brewing Company","Fredericksburg"," TX"
"New Cleveland Palesner",2336,0.05,21.5,148,"American Pilsner",12,"Platform Beer Company","Cleveland"," OH"
"Monarch Pilsner",2234,0.05,21.5,192,"American Pilsner",12,"Snake River Brewing Company","Jackson"," WY"
"Lionshead",2455,0.045,21.5,91,"American Pilsner",12,"The Lion Brewery","Wilkes-Barre"," PA"
"Sunshine Pils",2203,0.045,45,98,"American Pilsner",12,"Tröegs Brewing Company","Hershey"," PA"
"Wild Wolf American Pilsner",1195,0.045,25,182,"American Pilsner",12,"Wild Wolf Brewing Company","Nellysford"," VA"
"Tiny Bomb",1469,0.045,23,240,"American Pilsner",12,"Wiseacre Brewing Company","Memphis"," TN"
"Summer Brew",2306,0.028,15,110,"American Pilsner",12,"Woodstock Inn, Station & Brewery","North Woodstock"," NH"
"Foreman",2259,0.065,30.5,178,"American Porter",12,"18th Street Brewery","Gary"," IN"
"Porter (a/k/a Black Gold Porter)",2509,0.06,23,70,"American Porter",16,"Appalachian Mountain Brewery","Boone"," NC"
"Ninja Porter",429,0.053,26,529,"American Porter",12,"Asheville Brewing Company","Asheville"," NC"
"Poop Deck Porter",979,0.062,35,375,"American Porter",12,"Astoria Brewing Company","Astoria"," OR"
